"","id","collection_year","country","isolation_type","isolation_source","set","count","numcoop","numself","numunkn","ratio","pctcoop","pctself"
"215","PDT000346622.1",2016,"China","clinical","feces","clinicalmcrisolates",10,3,7,0,0.428571428571429,0.3,0.7
"216","PDT000346623.1",2016,"China","clinical","feces","clinicalmcrisolates",12,4,8,0,0.5,0.333333333333333,0.666666666666667
"217","PDT000346624.1",2016,"China","clinical","feces","clinicalmcrisolates",16,5,11,0,0.454545454545455,0.3125,0.6875
"218","PDT000346625.1",2016,"China","clinical","feces","clinicalmcrisolates",9,4,5,0,0.8,0.444444444444444,0.555555555555556
"219","PDT000346626.1",2016,"China","clinical","feces","clinicalmcrisolates",14,4,10,0,0.4,0.285714285714286,0.714285714285714
"220","PDT000346627.1",2016,"China","clinical","feces","clinicalmcrisolates",17,6,11,0,0.545454545454545,0.352941176470588,0.647058823529412
"221","PDT000346628.1",2016,"China","clinical","feces","clinicalmcrisolates",14,4,10,0,0.4,0.285714285714286,0.714285714285714
"222","PDT000346629.1",2016,"China","clinical","feces","clinicalmcrisolates",8,3,5,0,0.6,0.375,0.625
"223","PDT000346630.1",2016,"China","clinical","feces","clinicalmcrisolates",8,3,5,0,0.6,0.375,0.625
"224","PDT000346631.1",2016,"China","clinical","feces","clinicalmcrisolates",5,2,3,0,0.666666666666667,0.4,0.6
"225","PDT000346632.1",2016,"China","clinical","feces","clinicalmcrisolates",16,4,12,0,0.333333333333333,0.25,0.75
"226","PDT000346633.1",2016,"China","clinical","feces","clinicalmcrisolates",2,1,1,0,1,0.5,0.5
"227","PDT000346634.1",2016,"China","clinical","feces","clinicalmcrisolates",15,7,8,0,0.875,0.466666666666667,0.533333333333333
"228","PDT000346635.1",2016,"China","clinical","feces","clinicalmcrisolates",14,4,10,0,0.4,0.285714285714286,0.714285714285714
"229","PDT000346636.1",2016,"China","clinical","feces","clinicalmcrisolates",13,3,10,0,0.3,0.230769230769231,0.769230769230769
"230","PDT000346637.1",2016,"China","clinical","feces","clinicalmcrisolates",3,1,2,0,0.5,0.333333333333333,0.666666666666667
"231","PDT000346638.1",2016,"China","clinical","feces","clinicalmcrisolates",5,1,4,0,0.25,0.2,0.8
"232","PDT000346639.1",2016,"China","clinical","feces","clinicalmcrisolates",7,1,6,0,0.166666666666667,0.142857142857143,0.857142857142857
"233","PDT000346640.1",2016,"China","clinical","feces","clinicalmcrisolates",12,5,7,0,0.714285714285714,0.416666666666667,0.583333333333333
"234","PDT000346641.1",2016,"China","clinical","feces","clinicalmcrisolates",16,6,10,0,0.6,0.375,0.625
"235","PDT000346642.1",2016,"China","clinical","feces","clinicalmcrisolates",10,3,7,0,0.428571428571429,0.3,0.7
"236","PDT000346643.1",2016,"China","clinical","feces","clinicalmcrisolates",12,3,9,0,0.333333333333333,0.25,0.75
"237","PDT000346644.1",2016,"China","clinical","feces","clinicalmcrisolates",2,1,1,0,1,0.5,0.5
"238","PDT000346645.1",2016,"China","clinical","feces","clinicalmcrisolates",11,4,7,0,0.571428571428571,0.363636363636364,0.636363636363636
"239","PDT000346646.1",2016,"China","clinical","feces","clinicalmcrisolates",11,3,8,0,0.375,0.272727272727273,0.727272727272727
"240","PDT000346647.1",2016,"China","clinical","feces","clinicalmcrisolates",12,3,9,0,0.333333333333333,0.25,0.75
"241","PDT000346648.1",2016,"China","clinical","feces","clinicalmcrisolates",9,2,7,0,0.285714285714286,0.222222222222222,0.777777777777778
"242","PDT000346649.1",2016,"China","clinical","feces","clinicalmcrisolates",12,5,7,0,0.714285714285714,0.416666666666667,0.583333333333333
"243","PDT000346650.1",2016,"China","clinical","feces","clinicalmcrisolates",10,4,6,0,0.666666666666667,0.4,0.6
"244","PDT000346651.1",2016,"China","clinical","feces","clinicalmcrisolates",2,1,1,0,1,0.5,0.5
"245","PDT000346652.1",2016,"China","clinical","feces","clinicalmcrisolates",15,4,11,0,0.363636363636364,0.266666666666667,0.733333333333333
"246","PDT000346653.1",2016,"China","clinical","feces","clinicalmcrisolates",3,1,2,0,0.5,0.333333333333333,0.666666666666667
"247","PDT000346654.1",2016,"China","clinical","feces","clinicalmcrisolates",14,4,10,0,0.4,0.285714285714286,0.714285714285714
"248","PDT000346655.1",2016,"China","clinical","feces","clinicalmcrisolates",11,3,8,0,0.375,0.272727272727273,0.727272727272727
"249","PDT000346656.1",2016,"China","clinical","feces","clinicalmcrisolates",15,4,11,0,0.363636363636364,0.266666666666667,0.733333333333333
"250","PDT000346657.1",2016,"China","clinical","feces","clinicalmcrisolates",15,6,9,0,0.666666666666667,0.4,0.6
"251","PDT000346658.1",2016,"China","clinical","feces","clinicalmcrisolates",5,1,4,0,0.25,0.2,0.8
"252","PDT000346659.1",2016,"China","clinical","feces","clinicalmcrisolates",15,5,10,0,0.5,0.333333333333333,0.666666666666667
"253","PDT000346660.1",2016,"China","clinical","feces","clinicalmcrisolates",12,4,8,0,0.5,0.333333333333333,0.666666666666667
"254","PDT000346661.1",2016,"China","clinical","feces","clinicalmcrisolates",7,3,4,0,0.75,0.428571428571429,0.571428571428571
"255","PDT000346662.1",2016,"China","clinical","feces","clinicalmcrisolates",12,4,8,0,0.5,0.333333333333333,0.666666666666667
"256","PDT000346663.1",2016,"China","clinical","feces","clinicalmcrisolates",12,3,9,0,0.333333333333333,0.25,0.75
"257","PDT000346664.1",2016,"China","clinical","feces","clinicalmcrisolates",10,4,6,0,0.666666666666667,0.4,0.6
"258","PDT000346665.1",2016,"China","clinical","feces","clinicalmcrisolates",13,5,8,0,0.625,0.384615384615385,0.615384615384615
"259","PDT000346666.1",2016,"China","clinical","feces","clinicalmcrisolates",16,5,11,0,0.454545454545455,0.3125,0.6875
"260","PDT000346667.1",2016,"China","clinical","feces","clinicalmcrisolates",10,3,7,0,0.428571428571429,0.3,0.7
"261","PDT000346668.1",2016,"China","clinical","feces","clinicalmcrisolates",13,5,8,0,0.625,0.384615384615385,0.615384615384615
"262","PDT000346669.1",2016,"China","clinical","feces","clinicalmcrisolates",7,2,5,0,0.4,0.285714285714286,0.714285714285714
"263","PDT000346670.1",2016,"China","clinical","feces","clinicalmcrisolates",9,3,6,0,0.5,0.333333333333333,0.666666666666667
"264","PDT000346671.1",2016,"China","clinical","feces","clinicalmcrisolates",11,4,7,0,0.571428571428571,0.363636363636364,0.636363636363636
"265","PDT000346672.1",2016,"China","clinical","feces","clinicalmcrisolates",16,5,11,0,0.454545454545455,0.3125,0.6875
"266","PDT000346673.1",2016,"China","clinical","feces","clinicalmcrisolates",2,1,1,0,1,0.5,0.5
"267","PDT000346674.1",2016,"China","clinical","feces","clinicalmcrisolates",5,1,4,0,0.25,0.2,0.8
"268","PDT000346675.1",2016,"China","clinical","feces","clinicalmcrisolates",6,2,4,0,0.5,0.333333333333333,0.666666666666667
"269","PDT000346676.1",2016,"China","clinical","feces","clinicalmcrisolates",15,6,9,0,0.666666666666667,0.4,0.6
"270","PDT000346677.1",2016,"China","clinical","feces","clinicalmcrisolates",11,3,8,0,0.375,0.272727272727273,0.727272727272727
"271","PDT000346678.1",2016,"China","clinical","feces","clinicalmcrisolates",12,5,7,0,0.714285714285714,0.416666666666667,0.583333333333333
"272","PDT000346679.1",2016,"China","clinical","feces","clinicalmcrisolates",9,2,7,0,0.285714285714286,0.222222222222222,0.777777777777778
"273","PDT000346680.1",2016,"China","clinical","feces","clinicalmcrisolates",14,4,10,0,0.4,0.285714285714286,0.714285714285714
"274","PDT000346786.1",2016,"China","clinical","feces","clinicalmcrisolates",16,5,11,0,0.454545454545455,0.3125,0.6875
"275","PDT000346789.1",2016,"China","clinical","feces","clinicalmcrisolates",17,3,14,0,0.214285714285714,0.176470588235294,0.823529411764706
"276","PDT000346790.1",2016,"China","clinical","feces","clinicalmcrisolates",2,1,1,0,1,0.5,0.5
"277","PDT000346809.1",2016,"China","clinical","feces","clinicalmcrisolates",12,3,9,0,0.333333333333333,0.25,0.75
"278","PDT000346811.1",2016,"China","clinical","feces","clinicalmcrisolates",3,1,2,0,0.5,0.333333333333333,0.666666666666667
"279","PDT000346812.1",2016,"China","clinical","feces","clinicalmcrisolates",2,1,1,0,1,0.5,0.5
"280","PDT000346814.1",2016,"China","clinical","feces","clinicalmcrisolates",10,3,7,0,0.428571428571429,0.3,0.7
"281","PDT000346816.1",2016,"China","clinical","feces","clinicalmcrisolates",8,2,6,0,0.333333333333333,0.25,0.75
"282","PDT000346817.1",2016,"China","clinical","feces","clinicalmcrisolates",16,5,11,0,0.454545454545455,0.3125,0.6875
"283","PDT000346819.1",2016,"China","clinical","feces","clinicalmcrisolates",2,1,1,0,1,0.5,0.5
"284","PDT000346820.1",2016,"China","clinical","feces","clinicalmcrisolates",11,4,7,0,0.571428571428571,0.363636363636364,0.636363636363636
"285","PDT000346821.1",2016,"China","clinical","feces","clinicalmcrisolates",18,5,13,0,0.384615384615385,0.277777777777778,0.722222222222222
"286","PDT000346823.1",2016,"China","clinical","feces","clinicalmcrisolates",9,3,6,0,0.5,0.333333333333333,0.666666666666667
"287","PDT000346824.1",2016,"China","clinical","feces","clinicalmcrisolates",19,6,13,0,0.461538461538462,0.315789473684211,0.684210526315789
"288","PDT000346826.1",2016,"China","clinical","feces","clinicalmcrisolates",8,3,5,0,0.6,0.375,0.625
"289","PDT000346827.1",2016,"China","clinical","feces","clinicalmcrisolates",15,5,10,0,0.5,0.333333333333333,0.666666666666667
"290","PDT000346829.1",2016,"China","clinical","feces","clinicalmcrisolates",21,7,14,0,0.5,0.333333333333333,0.666666666666667
"291","PDT000346830.1",2016,"China","clinical","feces","clinicalmcrisolates",4,1,3,0,0.333333333333333,0.25,0.75
"292","PDT000346832.1",2016,"China","clinical","feces","clinicalmcrisolates",12,4,8,0,0.5,0.333333333333333,0.666666666666667
"293","PDT000346833.1",2016,"China","clinical","feces","clinicalmcrisolates",13,4,9,0,0.444444444444444,0.307692307692308,0.692307692307692
"294","PDT000346834.1",2016,"China","clinical","feces","clinicalmcrisolates",14,4,10,0,0.4,0.285714285714286,0.714285714285714
"295","PDT000346835.1",2016,"China","clinical","feces","clinicalmcrisolates",12,4,8,0,0.5,0.333333333333333,0.666666666666667
"296","PDT000346838.1",2016,"China","clinical","feces","clinicalmcrisolates",15,5,10,0,0.5,0.333333333333333,0.666666666666667
"297","PDT000346839.1",2016,"China","clinical","feces","clinicalmcrisolates",9,3,6,0,0.5,0.333333333333333,0.666666666666667
"298","PDT000346840.1",2016,"China","clinical","feces","clinicalmcrisolates",11,3,8,0,0.375,0.272727272727273,0.727272727272727
"299","PDT000346841.1",2016,"China","clinical","feces","clinicalmcrisolates",15,5,10,0,0.5,0.333333333333333,0.666666666666667
"300","PDT000346843.1",2016,"China","clinical","feces","clinicalmcrisolates",19,6,13,0,0.461538461538462,0.315789473684211,0.684210526315789
"301","PDT000346844.1",2016,"China","clinical","feces","clinicalmcrisolates",10,5,5,0,1,0.5,0.5
"302","PDT000346845.1",2016,"China","clinical","feces","clinicalmcrisolates",21,7,14,0,0.5,0.333333333333333,0.666666666666667
"303","PDT000346846.1",2016,"China","clinical","feces","clinicalmcrisolates",12,6,6,0,1,0.5,0.5
"304","PDT000346848.1",2016,"China","clinical","feces","clinicalmcrisolates",10,3,7,0,0.428571428571429,0.3,0.7
"305","PDT000346849.1",2016,"China","clinical","feces","clinicalmcrisolates",9,4,5,0,0.8,0.444444444444444,0.555555555555556
"306","PDT000346850.1",2016,"China","clinical","feces","clinicalmcrisolates",14,5,9,0,0.555555555555556,0.357142857142857,0.642857142857143
"307","PDT000346851.1",2016,"China","clinical","feces","clinicalmcrisolates",8,3,5,0,0.6,0.375,0.625
"308","PDT000346854.1",2016,"China","clinical","feces","clinicalmcrisolates",7,2,5,0,0.4,0.285714285714286,0.714285714285714
"309","PDT000346855.1",2016,"China","clinical","feces","clinicalmcrisolates",13,4,9,0,0.444444444444444,0.307692307692308,0.692307692307692
"310","PDT000346856.1",2016,"China","clinical","feces","clinicalmcrisolates",11,4,7,0,0.571428571428571,0.363636363636364,0.636363636363636
"311","PDT000346858.1",2016,"China","clinical","feces","clinicalmcrisolates",19,6,13,0,0.461538461538462,0.315789473684211,0.684210526315789
"312","PDT000346859.1",2016,"China","clinical","feces","clinicalmcrisolates",8,2,6,0,0.333333333333333,0.25,0.75
"313","PDT000346861.1",2016,"China","clinical","feces","clinicalmcrisolates",11,4,7,0,0.571428571428571,0.363636363636364,0.636363636363636
"314","PDT000346862.1",2016,"China","clinical","feces","clinicalmcrisolates",17,7,10,0,0.7,0.411764705882353,0.588235294117647
"315","PDT000346863.1",2016,"China","clinical","feces","clinicalmcrisolates",9,4,5,0,0.8,0.444444444444444,0.555555555555556
"316","PDT000346865.1",2016,"China","clinical","feces","clinicalmcrisolates",16,6,10,0,0.6,0.375,0.625
"317","PDT000346866.1",2016,"China","clinical","feces","clinicalmcrisolates",10,3,7,0,0.428571428571429,0.3,0.7
"318","PDT000346868.1",2016,"China","clinical","feces","clinicalmcrisolates",16,4,12,0,0.333333333333333,0.25,0.75
"319","PDT000346869.1",2016,"China","clinical","feces","clinicalmcrisolates",18,6,12,0,0.5,0.333333333333333,0.666666666666667
"320","PDT000346871.1",2016,"China","clinical","feces","clinicalmcrisolates",10,3,7,0,0.428571428571429,0.3,0.7
"321","PDT000346872.1",2016,"China","clinical","feces","clinicalmcrisolates",7,3,4,0,0.75,0.428571428571429,0.571428571428571
"322","PDT000346873.1",2016,"China","clinical","feces","clinicalmcrisolates",13,4,9,0,0.444444444444444,0.307692307692308,0.692307692307692
"323","PDT000346874.1",2016,"China","clinical","feces","clinicalmcrisolates",3,1,2,0,0.5,0.333333333333333,0.666666666666667
"324","PDT000346877.1",2016,"China","clinical","feces","clinicalmcrisolates",18,7,11,0,0.636363636363636,0.388888888888889,0.611111111111111
"325","PDT000346878.1",2016,"China","clinical","feces","clinicalmcrisolates",10,3,7,0,0.428571428571429,0.3,0.7
"326","PDT000346879.1",2016,"China","clinical","feces","clinicalmcrisolates",14,4,10,0,0.4,0.285714285714286,0.714285714285714
"327","PDT000346880.1",2016,"China","clinical","feces","clinicalmcrisolates",7,2,5,0,0.4,0.285714285714286,0.714285714285714
"328","PDT000346882.1",2016,"China","clinical","feces","clinicalmcrisolates",10,2,8,0,0.25,0.2,0.8
"329","PDT000346883.1",2016,"China","clinical","feces","clinicalmcrisolates",12,3,9,0,0.333333333333333,0.25,0.75
"330","PDT000346884.1",2016,"China","clinical","feces","clinicalmcrisolates",12,3,9,0,0.333333333333333,0.25,0.75
"331","PDT000346886.1",2016,"China","clinical","feces","clinicalmcrisolates",14,4,10,0,0.4,0.285714285714286,0.714285714285714
"332","PDT000346887.1",2016,"China","clinical","feces","clinicalmcrisolates",5,2,3,0,0.666666666666667,0.4,0.6
"333","PDT000346889.1",2016,"China","clinical","feces","clinicalmcrisolates",20,8,12,0,0.666666666666667,0.4,0.6
"334","PDT000346890.1",2016,"China","clinical","feces","clinicalmcrisolates",11,5,6,0,0.833333333333333,0.454545454545455,0.545454545454545
"335","PDT000346891.1",2016,"China","clinical","feces","clinicalmcrisolates",2,1,1,0,1,0.5,0.5
"336","PDT000346892.1",2016,"China","clinical","feces","clinicalmcrisolates",13,5,8,0,0.625,0.384615384615385,0.615384615384615
"337","PDT000346893.1",2016,"China","clinical","feces","clinicalmcrisolates",14,4,10,0,0.4,0.285714285714286,0.714285714285714
"338","PDT000346894.1",2016,"China","clinical","feces","clinicalmcrisolates",3,1,2,0,0.5,0.333333333333333,0.666666666666667
"339","PDT000346896.1",2016,"China","clinical","feces","clinicalmcrisolates",12,4,8,0,0.5,0.333333333333333,0.666666666666667
"340","PDT000346897.1",2016,"China","clinical","feces","clinicalmcrisolates",15,6,9,0,0.666666666666667,0.4,0.6
"341","PDT000346898.1",2016,"China","clinical","feces","clinicalmcrisolates",7,2,5,0,0.4,0.285714285714286,0.714285714285714
"342","PDT000346899.1",2016,"China","clinical","feces","clinicalmcrisolates",3,1,2,0,0.5,0.333333333333333,0.666666666666667
"343","PDT000346900.1",2016,"China","clinical","feces","clinicalmcrisolates",13,4,9,0,0.444444444444444,0.307692307692308,0.692307692307692
"344","PDT000346901.1",2016,"China","clinical","feces","clinicalmcrisolates",9,4,5,0,0.8,0.444444444444444,0.555555555555556
"345","PDT000346902.1",2016,"China","clinical","feces","clinicalmcrisolates",4,2,2,0,1,0.5,0.5
"346","PDT000346904.1",2016,"China","clinical","feces","clinicalmcrisolates",2,1,1,0,1,0.5,0.5
"347","PDT000346905.1",2016,"China","clinical","feces","clinicalmcrisolates",5,1,4,0,0.25,0.2,0.8
"348","PDT000346906.1",2016,"China","clinical","feces","clinicalmcrisolates",2,1,1,0,1,0.5,0.5
"349","PDT000346907.1",2016,"China","clinical","feces","clinicalmcrisolates",17,5,12,0,0.416666666666667,0.294117647058824,0.705882352941177
"350","PDT000346909.1",2016,"China","clinical","feces","clinicalmcrisolates",10,3,7,0,0.428571428571429,0.3,0.7
"351","PDT000346910.1",2016,"China","clinical","feces","clinicalmcrisolates",19,10,9,0,1.11111111111111,0.526315789473684,0.473684210526316
"352","PDT000346911.1",2016,"China","clinical","feces","clinicalmcrisolates",16,5,11,0,0.454545454545455,0.3125,0.6875
"353","PDT000346912.1",2016,"China","clinical","feces","clinicalmcrisolates",15,6,9,0,0.666666666666667,0.4,0.6
"354","PDT000346914.1",2016,"China","clinical","feces","clinicalmcrisolates",8,2,6,0,0.333333333333333,0.25,0.75
"355","PDT000346915.1",2016,"China","clinical","feces","clinicalmcrisolates",2,1,1,0,1,0.5,0.5
"356","PDT000346916.1",2016,"China","clinical","feces","clinicalmcrisolates",10,3,7,0,0.428571428571429,0.3,0.7
"357","PDT000346917.1",2016,"China","clinical","feces","clinicalmcrisolates",12,5,7,0,0.714285714285714,0.416666666666667,0.583333333333333
"358","PDT000346919.1",2016,"China","clinical","feces","clinicalmcrisolates",4,2,2,0,1,0.5,0.5
"359","PDT000346920.1",2016,"China","clinical","feces","clinicalmcrisolates",10,4,6,0,0.666666666666667,0.4,0.6
"360","PDT000346921.1",2016,"China","clinical","feces","clinicalmcrisolates",2,1,1,0,1,0.5,0.5
"361","PDT000346923.1",2016,"China","clinical","feces","clinicalmcrisolates",2,1,1,0,1,0.5,0.5
"362","PDT000346924.1",2016,"China","clinical","feces","clinicalmcrisolates",6,1,5,0,0.2,0.166666666666667,0.833333333333333
"363","PDT000346925.1",2016,"China","clinical","feces","clinicalmcrisolates",12,3,9,0,0.333333333333333,0.25,0.75
"364","PDT000346926.1",2016,"China","clinical","feces","clinicalmcrisolates",6,1,5,0,0.2,0.166666666666667,0.833333333333333
"365","PDT000346927.1",2016,"China","clinical","feces","clinicalmcrisolates",13,4,9,0,0.444444444444444,0.307692307692308,0.692307692307692
"366","PDT000346928.1",2016,"China","clinical","feces","clinicalmcrisolates",12,3,9,0,0.333333333333333,0.25,0.75
"367","PDT000346929.1",2016,"China","clinical","feces","clinicalmcrisolates",9,3,6,0,0.5,0.333333333333333,0.666666666666667
"368","PDT000346931.1",2016,"China","clinical","feces","clinicalmcrisolates",19,6,13,0,0.461538461538462,0.315789473684211,0.684210526315789
"369","PDT000346932.1",2016,"China","clinical","feces","clinicalmcrisolates",15,5,10,0,0.5,0.333333333333333,0.666666666666667
"370","PDT000346933.1",2016,"China","clinical","feces","clinicalmcrisolates",9,3,6,0,0.5,0.333333333333333,0.666666666666667
"371","PDT000346935.1",2016,"China","clinical","feces","clinicalmcrisolates",3,2,1,0,2,0.666666666666667,0.333333333333333
"372","PDT000346936.1",2016,"China","clinical","feces","clinicalmcrisolates",10,2,8,0,0.25,0.2,0.8
"373","PDT000346937.1",2016,"China","clinical","feces","clinicalmcrisolates",3,1,2,0,0.5,0.333333333333333,0.666666666666667
"374","PDT000346938.1",2016,"China","clinical","feces","clinicalmcrisolates",11,3,8,0,0.375,0.272727272727273,0.727272727272727
"375","PDT000346940.1",2016,"China","clinical","feces","clinicalmcrisolates",14,3,11,0,0.272727272727273,0.214285714285714,0.785714285714286
"376","PDT000346941.1",2016,"China","clinical","feces","clinicalmcrisolates",9,3,6,0,0.5,0.333333333333333,0.666666666666667
"377","PDT000346942.1",2016,"China","clinical","feces","clinicalmcrisolates",3,1,2,0,0.5,0.333333333333333,0.666666666666667
"378","PDT000346943.1",2016,"China","clinical","feces","clinicalmcrisolates",10,4,6,0,0.666666666666667,0.4,0.6
"379","PDT000346944.1",2016,"China","clinical","feces","clinicalmcrisolates",15,4,11,0,0.363636363636364,0.266666666666667,0.733333333333333
"380","PDT000346945.1",2016,"China","clinical","feces","clinicalmcrisolates",2,1,1,0,1,0.5,0.5
"381","PDT000346947.1",2016,"China","clinical","feces","clinicalmcrisolates",6,1,5,0,0.2,0.166666666666667,0.833333333333333
"382","PDT000346948.1",2016,"China","clinical","feces","clinicalmcrisolates",14,4,10,0,0.4,0.285714285714286,0.714285714285714
"383","PDT000346949.1",2016,"China","clinical","feces","clinicalmcrisolates",10,3,7,0,0.428571428571429,0.3,0.7
"384","PDT000346950.1",2016,"China","clinical","feces","clinicalmcrisolates",12,3,9,0,0.333333333333333,0.25,0.75
"385","PDT000346952.1",2016,"China","clinical","feces","clinicalmcrisolates",13,6,7,0,0.857142857142857,0.461538461538462,0.538461538461538
"386","PDT000346953.1",2016,"China","clinical","feces","clinicalmcrisolates",3,1,2,0,0.5,0.333333333333333,0.666666666666667
"387","PDT000346954.1",2016,"China","clinical","feces","clinicalmcrisolates",17,5,12,0,0.416666666666667,0.294117647058824,0.705882352941177
"388","PDT000346955.1",2016,"China","clinical","feces","clinicalmcrisolates",11,3,8,0,0.375,0.272727272727273,0.727272727272727
"389","PDT000346956.1",2016,"China","clinical","feces","clinicalmcrisolates",6,2,4,0,0.5,0.333333333333333,0.666666666666667
"390","PDT000346958.1",2016,"China","clinical","feces","clinicalmcrisolates",11,3,8,0,0.375,0.272727272727273,0.727272727272727
"391","PDT000346959.1",2016,"China","clinical","feces","clinicalmcrisolates",7,2,5,0,0.4,0.285714285714286,0.714285714285714
"392","PDT000346960.1",2016,"China","clinical","feces","clinicalmcrisolates",10,3,7,0,0.428571428571429,0.3,0.7
"393","PDT000346961.1",2016,"China","clinical","feces","clinicalmcrisolates",10,3,7,0,0.428571428571429,0.3,0.7
"394","PDT000346962.1",2016,"China","clinical","feces","clinicalmcrisolates",11,3,8,0,0.375,0.272727272727273,0.727272727272727
"395","PDT000346963.1",2016,"China","clinical","feces","clinicalmcrisolates",12,4,8,0,0.5,0.333333333333333,0.666666666666667
"396","PDT000346964.1",2016,"China","clinical","feces","clinicalmcrisolates",9,4,5,0,0.8,0.444444444444444,0.555555555555556
"397","PDT000346965.1",2016,"China","clinical","feces","clinicalmcrisolates",18,6,12,0,0.5,0.333333333333333,0.666666666666667
"398","PDT000346966.1",2016,"China","clinical","feces","clinicalmcrisolates",14,5,9,0,0.555555555555556,0.357142857142857,0.642857142857143
"399","PDT000346967.1",2016,"China","clinical","feces","clinicalmcrisolates",15,5,10,0,0.5,0.333333333333333,0.666666666666667
"400","PDT000346969.1",2016,"China","clinical","feces","clinicalmcrisolates",10,3,7,0,0.428571428571429,0.3,0.7
"401","PDT000346970.1",2016,"China","clinical","feces","clinicalmcrisolates",13,6,7,0,0.857142857142857,0.461538461538462,0.538461538461538
"402","PDT000346971.1",2016,"China","clinical","feces","clinicalmcrisolates",3,2,1,0,2,0.666666666666667,0.333333333333333
"403","PDT000346972.1",2016,"China","clinical","feces","clinicalmcrisolates",14,4,10,0,0.4,0.285714285714286,0.714285714285714
"404","PDT000346973.1",2016,"China","clinical","feces","clinicalmcrisolates",14,5,9,0,0.555555555555556,0.357142857142857,0.642857142857143
"405","PDT000346974.1",2016,"China","clinical","feces","clinicalmcrisolates",15,4,11,0,0.363636363636364,0.266666666666667,0.733333333333333
"406","PDT000346976.1",2016,"China","clinical","feces","clinicalmcrisolates",2,1,1,0,1,0.5,0.5
"407","PDT000346977.1",2016,"China","clinical","feces","clinicalmcrisolates",17,7,10,0,0.7,0.411764705882353,0.588235294117647
"408","PDT000346978.1",2016,"China","clinical","feces","clinicalmcrisolates",24,10,14,0,0.714285714285714,0.416666666666667,0.583333333333333
"409","PDT000346980.1",2016,"China","clinical","feces","clinicalmcrisolates",12,3,9,0,0.333333333333333,0.25,0.75
"410","PDT000346981.1",2016,"China","clinical","feces","clinicalmcrisolates",11,4,7,0,0.571428571428571,0.363636363636364,0.636363636363636
"411","PDT000347090.1",2018,NA,"clinical",NA,"clinicalmcrisolates",2,1,1,0,1,0.5,0.5
"412","PDT000347091.1",2018,NA,"clinical",NA,"clinicalmcrisolates",8,3,5,0,0.6,0.375,0.625
"413","PDT000215983.2",2016,"China","clinical",NA,"clinicalmcrisolates",14,7,7,0,1,0.5,0.5
"414","PDT000393718.1",2017,"New Zealand","clinical","urine","clinicalmcrisolates",14,6,8,0,0.75,0.428571428571429,0.571428571428571
"415","PDT000124638.1",2014,"China","environmental/other","feces","environmentalmcrisolates",12,3,9,0,0.333333333333333,0.25,0.75
"416","PDT000124642.1",2014,"China","environmental/other","feces","environmentalmcrisolates",11,2,9,0,0.222222222222222,0.181818181818182,0.818181818181818
"417","PDT000124649.1",2012,"China","environmental/other","rectum","environmentalmcrisolates",18,5,13,0,0.384615384615385,0.277777777777778,0.722222222222222
"418","PDT000124650.1",2012,"China","environmental/other","rectum","environmentalmcrisolates",15,4,11,0,0.363636363636364,0.266666666666667,0.733333333333333
"419","PDT000124669.1",2012,"China","environmental/other","rectum","environmentalmcrisolates",6,4,2,0,2,0.666666666666667,0.333333333333333
"420","PDT000124670.1",2012,"China","environmental/other","rectum","environmentalmcrisolates",15,2,13,0,0.153846153846154,0.133333333333333,0.866666666666667
"421","PDT000124674.1",2012,"China","environmental/other","rectum","environmentalmcrisolates",13,4,9,0,0.444444444444444,0.307692307692308,0.692307692307692
"422","PDT000124676.1",2012,"China","environmental/other","rectum","environmentalmcrisolates",16,3,13,0,0.230769230769231,0.1875,0.8125
"423","PDT000124681.1",2012,"China","environmental/other","rectum","environmentalmcrisolates",14,3,11,0,0.272727272727273,0.214285714285714,0.785714285714286
"424","PDT000124686.1",2012,"China","environmental/other","rectum","environmentalmcrisolates",17,5,12,0,0.416666666666667,0.294117647058824,0.705882352941177
"425","PDT000124688.1",2012,"China","environmental/other","rectum","environmentalmcrisolates",17,3,14,0,0.214285714285714,0.176470588235294,0.823529411764706
"426","PDT000124714.1",2013,"China","environmental/other","feces","environmentalmcrisolates",13,4,9,0,0.444444444444444,0.307692307692308,0.692307692307692
"427","PDT000124715.1",2013,"China","environmental/other","feces","environmentalmcrisolates",12,4,8,0,0.5,0.333333333333333,0.666666666666667
"428","PDT000124716.1",2013,"China","environmental/other","feces","environmentalmcrisolates",3,2,1,0,2,0.666666666666667,0.333333333333333
"429","PDT000124725.1",2013,"China","environmental/other","feces","environmentalmcrisolates",11,4,7,0,0.571428571428571,0.363636363636364,0.636363636363636
"430","PDT000129098.2",2013,"Denmark","environmental/other",NA,"environmentalmcrisolates",9,4,5,0,0.8,0.444444444444444,0.555555555555556
"431","PDT000129099.2",2012,"Denmark","environmental/other",NA,"environmentalmcrisolates",12,5,7,0,0.714285714285714,0.416666666666667,0.583333333333333
"432","PDT000129100.2",2012,"Denmark","environmental/other",NA,"environmentalmcrisolates",10,4,6,0,0.666666666666667,0.4,0.6
"433","PDT000129102.2",2014,"Denmark","environmental/other",NA,"environmentalmcrisolates",8,4,4,0,1,0.5,0.5
"434","PDT000129924.1",2016,NA,"environmental/other",NA,"environmentalmcrisolates",18,6,12,0,0.5,0.333333333333333,0.666666666666667
"435","PDT000133944.1",2015,"Poland","environmental/other",NA,"environmentalmcrisolates",10,4,6,0,0.666666666666667,0.4,0.6
